Column1,Day,Total_Daily_Consumption,LCLid,avg_energy,temperatureMax,windBearing,dewPoint,cloudCover,windSpeed,pressure,apparentTemperatureHigh,visibility,humidity,apparentTemperatureLow,apparentTemperatureMax,uvIndex,temperatureLow,temperatureMin,temperatureHigh,apparentTemperatureMin,moonPhase,Bank holidays,Type,holiday_ind
299,9/16/2012,43304.526,4802,9.018018743,18.72,243,10.06,0.55,4.04,1012.36,18.72,13.07,0.71,11.43,18.72,3,11.43,13.29,18.72,13.29,0.05,,,0
300,9/17/2012,41370.94,4830,8.565412009,17.19,273,6.77,0.28,4.39,1013.39,17.19,13.02,0.64,5.17,17.19,3,7.35,10.97,17.19,10.97,0.08,,,0
301,9/18/2012,41147.919,4849,8.485856671,16.3,275,4.66,0.27,3.65,1021.81,16.3,12.99,0.63,8.07,16.3,3,9.07,7.35,16.3,5.17,0.12,,,0
302,9/19/2012,41546.167,4860,8.548594034,17.38,226,7.24,0.45,3.17,1020.9,17.38,13,0.7,10.34,17.38,2,10.34,9.07,17.38,8.07,0.16,,,0
303,9/20/2012,42103.431,4875,8.636601232,16.32,268,8.68,0.43,1.47,1015.46,16.32,12.54,0.76,5.43,16.32,2,6.59,10.34,16.32,10.34,0.2,,,0
304,9/21/2012,43045.699,4888,8.806403232,15.62,31,5.38,0.28,1.98,1019.37,15.62,12.97,0.69,7.69,15.62,2,8.85,6.59,15.62,5.43,0.23,,,0
305,9/22/2012,43956.618,4888,8.992761456,12.31,87,8.42,0.48,4.46,1009.6,12.31,10.62,0.86,10.96,12.31,2,10.96,8.85,12.31,7.69,0.27,,,0
306,9/23/2012,51240.258,4887,10.48501289,15.2,212,11.14,0.66,2.53,989.47,15.2,8.1,0.88,7.49,15.2,2,9.74,11.51,15.2,11.51,0.31,,,0
307,9/24/2012,47379.168,4925,9.620135634,15.47,203,8.56,0.28,4.92,988.79,15.47,13.13,0.78,10.07,15.47,2,10.07,9.74,15.47,7.49,0.34,,,0
308,9/25/2012,45504.736,4935,9.220817833,15.14,169,10.23,0.39,2.57,992.07,15.14,12.44,0.88,10.57,15.14,2,10.57,10.07,15.14,10.07,0.38,,,0
309,9/26/2012,46323.07,4957,9.344980835,16.61,301,9.5,0.48,2.17,1006.39,16.61,11.41,0.82,7.44,16.61,2,9.03,10.57,16.61,10.57,0.41,,,0
310,9/27/2012,46087.9,4980,9.254598394,17.07,227,9.78,0.39,4.08,1012.91,17.07,12.84,0.85,6.9,17.07,2,8.74,9.03,17.07,7.44,0.45,,,0
311,9/28/2012,46318.781,5005,9.254501698,15.83,270,6.81,0.17,3.36,1017.85,15.83,13.21,0.75,4.87,15.83,2,6.42,8.71,15.83,6.9,0.48,,,0
312,9/29/2012,46971.273,5006,9.382995006,16.46,221,8.66,0.48,4.6,1019,16.46,13.15,0.81,13.66,16.46,2,13.66,6.42,16.46,4.87,0.52,,,0
313,9/30/2012,50799.671,5005,10.14978442,16.24,217,12.43,0.61,4.57,1012.11,16.24,11.43,0.89,10.87,16.24,2,10.87,12.37,16.24,12.37,0.55,,,0
314,10/1/2012,48239.184,5030,9.59029503,16.44,211,10.9,0.39,5.09,1010.12,16.44,12.55,0.85,11.06,16.44,2,11.06,10.87,16.44,10.87,0.58,,,0
315,10/2/2012,47621.145,5064,9.403859596,14.34,230,8.97,0.36,4.65,1005.61,14.34,12.99,0.8,5.02,14.34,2,7.19,9.35,14.34,7.78,0.61,,,0
316,10/3/2012,47774.22701,5085,9.395128221,14.99,235,7.55,0.28,3.65,1008.02,14.99,12.79,0.79,10.98,14.99,2,10.98,7.19,14.99,5.02,0.63,,,0
317,10/4/2012,47670.62701,5102,9.343517642,15.6,244,10.05,0.61,3,1006.96,15.49,10.11,0.86,5.86,15.65,2,7.61,9.16,15.49,8.34,0.66,,,0
318,10/5/2012,48931.824,5117,9.562599962,14.89,6,7.3,0.4,1.75,1012.51,14.89,11.06,0.83,5.17,14.89,2,5.27,7.61,14.89,5.86,0.69,,,0
319,10/6/2012,49002.281,5120,9.570758009,13.64,337,7.43,0.25,0.4,1021.29,13.64,9.98,0.87,8.79,13.64,2,9.49,5.27,13.64,5.17,0.73,,,0
320,10/7/2012,52299.894,5121,10.21282835,12.22,88,10.23,0.61,2.49,1015.27,12.22,7.84,0.92,7.73,12.22,1,9.07,9.51,12.22,8.84,0.76,,,0
321,10/8/2012,52221.23701,5156,10.12824612,14.23,57,8.4,0.58,2.66,1015.96,14.23,10.12,0.82,6.21,14.23,2,7.04,9.07,14.23,7.73,0.79,,,0
322,10/9/2012,49964.162,5182,9.64186839,14.13,93,6.21,0.56,2.16,1015.24,14.13,13.21,0.74,7.37,14.13,2,9.15,7.04,14.13,6.21,0.82,,,0
323,10/10/2012,50051.31401,5194,9.636371584,14.88,119,10.58,0.71,3.2,1004.43,14.92,8.69,0.89,10.37,14.99,1,10.37,9.15,14.88,7.37,0.85,,,0
324,10/11/2012,52309.84,5228,10.00570773,14.72,250,7.08,0.48,5.42,1005.33,13.99,13.07,0.75,6.47,14.73,2,6.47,8.51,13.99,7.12,0.89,,,0
325,10/12/2012,50578.321,5262,9.611995628,11.53,252,6.15,0.29,2.18,1004.92,11.53,12.94,0.84,1.64,11.53,2,2.81,6.41,11.53,4.01,0.92,,,0
326,10/13/2012,53122.372,5261,10.09739061,12.32,300,4.1,0.2,2.36,1002.5,12.32,11.86,0.8,2.83,12.32,2,4.09,2.81,12.32,1.64,0.96,,,0
327,10/14/2012,56533.089,5261,10.74569264,13.03,220,6.39,0.31,2.97,1002.67,13.03,12.17,0.84,7.15,13.03,1,9.81,4.09,13.03,2.83,0.99,,,0
328,10/15/2012,53856.787,5279,10.20208127,14.74,226,6.91,0.39,5.37,1000.8,14.74,12.59,0.74,7.41,14.74,1,8.8,9.06,14.74,7.15,0.03,,,0
329,10/16/2012,52309.113,5297,9.875233718,16.6,178,9.87,0.42,4.66,998.22,16.6,12.2,0.82,12.15,16.6,1,12.15,8.8,16.6,7.41,0.07,,,0
330,10/17/2012,52014.929,5321,9.775404811,16.04,181,11.2,0.44,4.18,1001.82,16.04,13.23,0.85,11.98,16.04,1,11.98,12.15,16.04,12.15,0.11,,,0
331,10/18/2012,51401.059,5348,9.611267576,13.21,88,11.64,0.66,0.51,1007.63,13.01,8.42,0.95,8.9,13.21,1,9.57,11.98,13.01,11.98,0.15,,,0
332,10/19/2012,54613.723,5378,10.15502473,14.01,233,10.16,0.61,0.86,1015.85,14.01,8.01,0.91,10.19,14.01,1,10.19,9.57,14.01,8.9,0.18,,,0
333,10/20/2012,54573.243,5381,10.14184036,12.41,41,10.32,0.69,3.37,1018.09,12.41,9.22,0.94,11.6,12.41,1,11.6,10.19,12.41,10.19,0.22,,,0
334,10/21/2012,58921.394,5380,10.95193197,14.73,51,13.32,0.9,2.57,1019.88,14.79,1.48,0.98,12.51,14.79,1,12.51,12.02,14.73,12.02,0.26,,,0
335,10/22/2012,55361.004,5415,10.22363878,14.05,14,12.61,0.88,2.3,1023.66,13.51,1.82,0.96,13.08,14.05,1,13.08,12.46,13.51,12.46,0.29,,,0
336,10/23/2012,54847.646,5441,10.08043485,16.18,56,12.82,0.74,3.45,1019.7,16.18,2.45,0.92,12.94,16.18,1,12.94,13.08,16.18,13.08,0.33,,,0
337,10/24/2012,53363.047,5454,9.784203703,13.61,59,10.89,0.81,5.16,1016.51,13.28,7.9,0.91,5.61,13.61,1,8.5,10.09,13.28,10.09,0.36,,,0
338,10/25/2012,55168.223,5483,10.06168576,10.11,32,4.64,0.7,5.19,1012.84,6.19,12.33,0.79,-2.56,10.11,1,2.49,4.19,8.96,-0.37,0.4,,,0
339,10/26/2012,58860.152,5520,10.66307101,7.68,347,1.48,0.39,5.79,1015.91,3.78,13.07,0.79,-0.94,3.78,1,1.43,2.49,7.68,-2.56,0.43,,,0
340,10/27/2012,62372.852,5520,11.29942971,9.17,234,3.96,0.42,3.13,1015.62,6.89,12.68,0.88,5.25,6.89,1,7.66,1.43,9.17,-0.94,0.46,,,0
341,10/29/2012,60751.01699,5520,11.00561902,12.4,238,7.73,0.45,2.95,1008.71,12.4,12.49,0.89,3.44,12.4,1,5.57,7.66,12.4,5.47,0.49,,,0
342,10/30/2012,59652.298,5519,10.80853379,10.92,259,5,0.45,2.37,1004.48,10.92,11.25,0.84,4.43,10.92,1,6.45,5.57,10.92,3.44,0.52,,,0
343,10/31/2012,59751.245,5519,10.82646222,12.36,185,6.24,0.49,5.32,989.93,12.36,12.99,0.79,4.38,12.36,1,6.85,6.45,12.36,4.43,0.55,,,0
344,11/1/2012,59514.921,5520,10.78168859,11.46,225,5.06,0.44,4.07,979.63,6.6,12.54,0.85,0.85,11.46,1,4.2,4.2,9.42,0.85,0.58,,,0
345,11/2/2012,60879.828,5521,11.02695671,9.78,229,2.96,0.23,4.31,991.25,6.88,12.96,0.77,1.56,6.88,1,3.22,4.61,9.78,1.81,0.61,,,0
346,11/3/2012,62900.12399,5521,11.39288607,9.45,226,2.79,0.25,3.16,996.52,6.47,12.71,0.79,1.33,6.47,1,2.96,3.22,9.45,1.56,0.64,,,0
347,11/4/2012,69664.177,5521,12.61803604,8.67,229,3.97,0.59,0.59,994.21,7.03,9.99,0.92,2.83,7.03,1,2.94,2.96,8.67,1.18,0.67,,,0
348,11/5/2012,62875.679,5520,11.39052156,9.19,338,3.37,0.41,2.09,1006.26,7.08,9.08,0.83,-1.72,7.08,1,0.92,2.94,9.19,2.62,0.7,,,0
349,11/6/2012,63705.309,5524,11.53245999,9.67,257,3.89,0.33,3.58,1020.29,7.17,10.41,0.87,2.35,7.17,1,4.97,0.92,9.67,-1.72,0.74,,,0
350,11/7/2012,62124.396,5524,11.24627009,9.93,247,5.79,0.47,4.2,1024.32,7.64,12.67,0.86,5.13,7.64,1,7.81,4.97,9.93,2.35,0.77,,,0
351,11/8/2012,60465.46001,5524,10.94595583,12.34,245,6.19,0.64,3.72,1019.18,12.34,13.36,0.78,6.7,12.34,1,8.13,7.81,12.34,5.13,0.8,,,0
352,11/9/2012,60431.923,5527,10.93394662,11.27,195,6.21,0.7,3.17,1010.05,11.27,13.37,0.8,7.16,11.27,1,8.8,8.13,11.27,6.7,0.84,,,0
353,11/10/2012,63139.654,5528,11.4217898,10.31,220,7.38,0.49,2.38,997.84,8.79,11.78,0.91,0.46,10.31,1,2.1,5.2,9.78,3.38,0.87,,,0
354,11/11/2012,66473.92199,5528,12.02494971,9.87,247,3.49,0.22,1.98,1011.6,8.39,10.32,0.88,3.28,8.39,1,4.52,2.1,9.87,0.46,0.91,,,0
355,11/12/2012,63047.063,5529,11.40297757,12.18,204,7.51,0.5,3.06,1020.98,12.06,10.04,0.92,10.06,12.18,1,10.06,4.52,12.06,3.72,0.95,,,0
356,11/13/2012,59186.072,5529,10.70466124,14.66,203,10.34,0.54,3.23,1026.29,14.66,11.49,0.88,10.47,14.66,1,10.47,10.06,14.66,10.06,0.98,,,0
357,11/14/2012,59098.20998,5530,10.68683725,12.62,113,8.13,0.55,1.86,1026.48,12.62,9.21,0.86,6.64,12.62,1,6.64,7.33,12.62,7.08,0.02,,,0
358,11/15/2012,60495.33599,5530,10.9394821,9.07,101,5.96,0.71,0.62,1022.69,9.07,4.06,0.92,4.89,9.07,1,5.91,6.45,9.07,5.43,0.06,,,0
359,11/16/2012,62364.766,5530,11.27753454,9.19,139,6.3,0.9,2,1014.76,7.24,3.48,0.92,7.13,7.75,1,8.94,5.91,9.11,4.89,0.1,,,0
360,11/17/2012,63549.363,5531,11.48966968,12.44,243,8.66,0.65,1.69,1007.72,12.44,9.32,0.88,2.07,12.44,1,2.07,8.18,12.44,7.04,0.13,,,0
361,11/18/2012,66829.579,5531,12.08272989,9.42,236,2.5,0.3,0.72,1014.66,9.42,12.57,0.82,1.42,9.42,1,3.42,2.07,9.42,2.07,0.17,,,0
362,11/19/2012,63099.548,5532,11.40628127,11.23,179,5.32,0.5,4.13,1011.21,11.23,12.38,0.82,10.79,11.23,1,10.79,3.49,11.23,1.42,0.21,,,0
363,11/20/2012,61431.712,5532,11.10479248,13.46,182,10.63,0.76,5.74,1008.74,13.46,10.81,0.9,7.23,13.46,1,9.73,10.88,13.46,10.88,0.24,,,0
364,11/21/2012,62643.917,5532,11.32391847,11.87,197,7.8,0.45,2.82,1007.68,10.8,10.65,0.91,3.68,11.87,1,6.06,6.06,10.8,3.42,0.28,,,0
365,11/22/2012,60824.75401,5530,10.99905136,13.09,191,7.94,0.54,7.58,1011.36,13.09,12.73,0.81,3.97,13.09,1,6.02,6.56,13.09,4.09,0.31,,,0
366,11/23/2012,60900.306,5529,11.01470537,10.7,212,6.02,0.38,2.71,1011.69,10.7,11.46,0.89,2.99,10.7,1,3.64,5.12,10.7,3.97,0.34,,,0
367,11/24/2012,66872.78401,5529,12.09491481,9.91,104,6.52,0.58,3.43,1010.19,6.44,5.7,0.97,2.87,7.11,1,7.46,3.64,9.36,2.99,0.38,,,0
368,11/25/2012,67399.69401,5531,12.18580618,12.54,225,6.88,0.54,6.54,1001.79,10.92,12.36,0.81,6.04,12.54,1,7.68,7.46,10.92,2.87,0.41,,,0
369,11/26/2012,63640.53,5530,11.50823327,10.69,208,7.1,0.64,1.29,998.27,9.52,11.31,0.91,5,10.69,1,7.17,7.17,9.52,5,0.44,,,0
370,11/27/2012,64598.429,5530,11.6814519,8.47,346,5.98,0.72,3.98,1003.65,6.07,9.69,0.9,2.49,6.07,1,5.84,6.42,8.47,3.08,0.47,,,0
371,11/28/2012,66176.578,5531,11.96466787,6.89,342,3.31,0.65,5.17,1012.91,3.34,13.2,0.83,-1.39,3.34,1,2.23,3.45,6.89,-0.33,0.5,,,0
372,11/29/2012,66709.285,5531,12.06098084,5.84,320,0.73,0.36,3.2,1012.58,3.18,12.92,0.83,-2.51,3.18,1,-0.89,1.63,5.84,-1.39,0.53,,,0
373,11/30/2012,68022.167,5530,12.30057269,4.37,278,-0.24,0.25,1.55,1011.91,2.52,10.01,0.88,-4.31,2.52,1,-1.35,-0.89,4.37,-2.57,0.56,,,0
374,12/1/2012,72563.291,5530,13.12175244,5.73,274,-0.17,0.31,2.68,1014.56,2.61,8.92,0.88,-4.97,2.61,1,-1.55,-1.35,5.73,-4.31,0.59,,,0
375,12/2/2012,75819.44401,5528,13.71552894,4.76,263,-1.13,0.31,2.1,1016.35,2.71,12.81,0.84,0.09,2.71,1,1.77,-1.55,4.76,-4.97,0.62,,,0
376,12/3/2012,68497.726,5527,12.3932922,10.22,248,4.75,0.58,3.55,1007.42,10.22,10.67,0.87,-2.14,10.22,1,2.33,2.94,10.22,0.57,0.65,,,0
377,12/4/2012,67807.821,5527,12.2684677,7.73,266,1.43,0.21,4.36,1003.4,4.36,12.89,0.82,-1.96,4.36,1,-0.77,1.21,7.73,-2.14,0.68,,,0
378,12/5/2012,70407.522,5528,12.73652713,3.89,311,-0.69,0.39,3.05,1008.05,-0.07,11.14,0.84,-5.79,-0.07,1,-2.82,-0.77,3.89,-2.82,0.71,,,0
379,12/6/2012,71895.78601,5528,13.00575,4.84,212,-1.32,0.43,3.07,1013.58,0.03,12.55,0.84,-1.81,0.37,1,2.99,-2.82,4.13,-5.79,0.75,,,0
380,12/7/2012,70912.916,5528,12.82795152,6.33,299,1.59,0.56,5.63,1001.72,2.12,12.84,0.8,1.16,2.12,1,3.9,2.97,6.33,-2.07,0.78,,,0
381,12/8/2012,70699.25,5529,12.7869868,6.46,299,1.79,0.52,2.14,1023.19,4.69,12.39,0.83,0.01,4.69,1,3.17,3.17,6.46,0.01,0.82,,,0
382,12/9/2012,74193.6,5529,13.41899078,8.66,271,3.43,0.53,5.44,1018.89,5.37,13.33,0.8,-0.58,5.37,1,3.21,3.86,8.66,0.49,0.86,,,0
383,12/10/2012,69244.11499,5527,12.52833635,5.59,326,0.61,0.27,3.93,1022.18,2.23,13.18,0.79,-2.17,2.23,1,-0.23,1.55,5.59,-1.04,0.89,,,0
384,12/11/2012,65086.99899,5528,11.77405915,2.7,326,-1.19,0.29,1.67,1029.42,1.26,6.18,0.89,-3.83,1.26,1,-3.83,-2.49,2.7,-2.49,0.93,,,0
385,12/12/2012,73306.04201,5527,13.26326072,1.8,155,-2.29,0.45,0.73,1020.51,1.8,6.49,0.91,-3.72,1.8,1,-1.35,-3.83,1.8,-3.83,0.97,,,0
386,12/13/2012,73645.92,5528,13.32234443,1.58,78,-1.81,0.6,2.09,1005.66,-1.1,6.78,0.87,-2.88,-1.1,1,0.82,-1.35,1.58,-3.72,0.01,,,0
387,12/14/2012,72310.529,5527,13.08314257,10.34,168,5.46,0.71,4.22,985.82,10.34,7.45,0.92,4.48,10.34,0,7.54,1.93,10.34,-0.92,0.05,,,0
388,12/15/2012,68844.376,5528,12.45375832,11.17,211,6.32,0.39,4.93,991.49,11.17,13.15,0.86,3.01,11.17,1,5.32,6.91,11.17,4.32,0.08,,,0
389,12/16/2012,70541.969,5528,12.76084823,9.82,207,5.42,0.39,3.07,999.72,7.78,12.86,0.89,3.08,7.78,1,5.62,5.32,9.82,3.01,0.12,,,0
390,12/17/2012,66003.552,5527,11.94202135,9.1,230,4.71,0.32,3.79,1001.69,6.39,12.71,0.86,2.47,6.39,1,5.04,5.62,9.1,3.08,0.15,,,0
391,12/18/2012,67361.87,5541,12.15698791,7.96,291,4.36,0.62,2.17,1014.41,7.12,11.65,0.86,0.96,7.12,0,3.07,4.66,7.96,2.47,0.19,,,0
392,12/19/2012,68509.16449,5530,12.38863734,7.44,119,4.27,0.52,4.02,1016.68,4.49,7.87,0.92,2.59,4.49,1,6.44,3.07,7.44,0.96,0.22,,,0
393,12/20/2012,67631.0225,5524,12.243125,9.57,137,7.49,0.76,3.54,1002.52,7.93,8.96,0.96,4.47,7.93,0,6.75,6.53,9.57,2.82,0.26,,,0
394,12/21/2012,64984.362,5518,11.7767963,9.69,240,6.22,0.44,3.21,1009.54,7.58,12.15,0.91,4.44,7.58,1,6.04,6.3,9.69,4.44,0.29,,,0
395,12/22/2012,68183.412,5517,12.35878412,13.07,200,9.32,0.67,3.91,1005.25,13.07,10.15,0.96,12.34,13.07,0,12.34,6.04,13.07,4.44,0.32,,,0
396,12/23/2012,65806.958,5514,11.93452267,13.08,231,9.3,0.53,5.51,1003.59,12.56,12.73,0.86,5.49,13.08,1,7.57,9.34,12.56,7.75,0.35,,,0
397,12/24/2012,66453.03299,5513,12.05387865,12.3,201,8.28,0.61,4.28,999.12,12.3,10.85,0.91,4.44,12.3,1,7.25,7.57,12.3,5.49,0.38,,,0
