Column1,Day,Total_Daily_Consumption,LCLid,avg_energy,temperatureMax,windBearing,dewPoint,cloudCover,windSpeed,pressure,apparentTemperatureHigh,visibility,humidity,apparentTemperatureLow,apparentTemperatureMax,uvIndex,temperatureLow,temperatureMin,temperatureHigh,apparentTemperatureMin,moonPhase,Bank holidays,Type,holiday_ind
694,10/16/2013,51850.239,5199,9.973117715,17.29,249,11.19,0.26,4.15,1013.27,17.29,12.36,0.84,10.5,17.29,1,10.5,11.82,17.29,11.82,0.45,,,0
695,10/17/2013,49202.02,5195,9.471033687,17.16,136,12.04,0.49,2.76,1014.16,17.16,8.75,0.91,13.21,17.16,1,13.21,10.5,17.16,10.5,0.48,,,0
696,10/18/2013,48645.038,5197,9.360215124,17.52,182,13.38,0.52,3.06,1005.58,17.52,11.31,0.91,13.18,17.52,1,13.18,13.21,17.52,13.21,0.52,,,0
697,10/19/2013,50000.529,5197,9.621036944,17.04,199,12.21,0.42,4.29,1005.32,17.04,11.57,0.89,12.16,17.04,1,12.16,12.16,17.04,12.16,0.55,,,0
698,10/20/2013,52810.995,5195,10.16573532,17.53,194,13.38,0.53,4.81,1005.88,17.53,11.25,0.87,16.32,17.53,1,16.32,13.26,17.53,13.26,0.58,,,0
699,10/21/2013,49210.25,5195,9.472617902,18.03,180,14.21,0.44,4.84,997.55,18.04,11.67,0.86,13.79,18.04,1,13.79,13.79,18.03,13.79,0.61,,,0
700,10/22/2013,48383.393,5196,9.31166147,16.53,226,10.86,0.34,5.29,998.6,16.53,12.42,0.8,6.83,16.53,1,6.83,9.99,16.53,8.92,0.65,,,0
701,10/23/2013,47668.081,5194,9.177528109,16.91,137,9.37,0.36,2.1,1013.45,16.91,12.05,0.86,13.14,16.91,1,13.14,6.83,16.91,6.83,0.68,,,0
702,10/24/2013,47803.602,5195,9.201848315,18.47,188,13.26,0.47,4.14,1005.16,18.47,10.91,0.86,14.39,18.47,1,14.39,13.16,18.47,13.16,0.7,,,0
703,10/25/2013,47690.48,5194,9.181840585,16.66,215,12.75,0.49,6.35,1004.52,16.66,11.31,0.85,11.66,16.66,1,11.66,14.34,16.66,14.34,0.73,,,0
704,10/26/2013,49944.572,5194,9.615820562,15.87,225,10.34,0.32,7.05,996.66,15.87,11.18,0.81,11.7,15.87,1,11.7,11.66,15.87,11.66,0.76,,,0
705,10/28/2013,51343.96401,5196,9.88144034,16.06,234,9.18,0.49,7.68,992.5,13.97,11.2,0.81,4.84,16.08,1,7.67,9,13.97,6.58,0.8,,,0
706,10/29/2013,51496.1165,5195,9.912630702,12.38,256,5.21,0.25,4.77,1010.58,12.38,13.66,0.77,2.27,12.38,1,4.47,6.86,12.38,4.43,0.83,,,0
707,10/30/2013,51565.538,5193,9.929816676,13.57,219,6.24,0.33,3.67,1020.1,13.57,13.36,0.8,12.03,13.57,1,12.03,4.47,13.57,2.27,0.86,,,0
708,10/31/2013,51755.847,5191,9.970303795,13.11,217,10.68,0.74,4.42,1016.56,12.59,11.36,0.89,11.48,13.11,1,11.48,11.61,12.59,11.61,0.89,,,0
709,11/1/2013,50984.867,5191,9.821781352,13.97,203,10.82,0.55,2.95,1008.97,13.97,11.57,0.89,10.47,13.97,1,10.47,11.48,13.97,11.48,0.93,,,0
710,11/2/2013,51814.247,5193,9.977709802,15.08,230,8.58,0.43,4.55,998.6,15.08,9.46,0.82,3.89,15.08,1,7.56,10.27,15.08,10.27,0.96,,,0
711,11/3/2013,57352.456,5193,11.04418563,11.43,244,4.57,0.22,5.3,998.64,11.43,11.99,0.74,2.11,11.43,1,6.04,7.56,11.43,3.89,0,,,0
712,11/4/2013,53570.754,5190,10.32191792,9.98,319,4.38,0.29,2.94,991.64,7.22,11.14,0.82,2.43,8.24,1,4.41,4.78,9.98,2.11,0.03,,,0
713,11/5/2013,55565.395,5188,10.71036912,12.39,255,5.82,0.56,3.96,994.74,12.39,12.1,0.83,6.72,12.39,1,9.31,4.41,12.39,2.98,0.07,,,0
714,11/6/2013,54372.996,5189,10.47851147,14.87,231,9.99,0.62,4.86,999.46,14.79,10.19,0.88,7.79,14.87,1,9.31,9.31,14.79,6.77,0.11,,,0
715,11/7/2013,52478.932,5186,10.1193467,14.7,253,7.44,0.66,2.89,1006.38,11,13.9,0.83,3.63,14.7,1,5.29,7.37,11,6.25,0.14,,,0
716,11/8/2013,54583.073,5183,10.53117364,11,235,6.02,0.5,2,1005.53,11,12.1,0.9,1.24,11,1,3.28,5.29,11,2.54,0.18,,,0
717,11/9/2013,58648.997,5187,11.30692057,7.06,236,4.11,0.41,1.9,1006.05,7.04,11.43,0.9,1.51,7.04,1,4.79,3.28,7.06,1.24,0.22,,,0
718,11/10/2013,59941.637,5188,11.55390073,9.22,301,2.49,0.18,2.61,1015.79,7.3,12.68,0.79,0.71,7.3,1,2.53,2.58,9.22,0.71,0.26,,,0
719,11/11/2013,57109.032,5188,11.00790902,12.63,185,7.8,0.65,3.65,1022.52,12.11,7.81,0.91,8.51,12.63,1,9.79,2.53,12.11,1.21,0.29,,,0
720,11/12/2013,53938.03,5184,10.40471258,13.11,313,8.19,0.56,2.26,1026.13,12.36,9.91,0.85,0.39,13.11,1,2.11,6.08,12.36,4.61,0.33,,,0
721,11/13/2013,55332.72999,5186,10.66963556,9.94,234,3.22,0.45,2.3,1032,9.09,12.99,0.82,4.07,9.09,1,6.54,2.11,9.94,0.39,0.37,,,0
722,11/14/2013,55190.89401,5185,10.64433828,9.62,294,3.61,0.32,4.6,1023.75,6.61,13.18,0.74,1.74,6.61,1,4.65,5.18,9.62,2.32,0.4,,,0
723,11/15/2013,55935.80899,5185,10.78800559,9.25,345,1.52,0.27,2.57,1032.71,7.41,13.12,0.72,-0.1,7.41,1,1.38,3.33,9.25,1.74,0.43,,,0
724,11/16/2013,58534.83499,5182,11.29579988,9.14,272,3.66,0.35,1.4,1031.84,7.92,9.66,0.87,7.59,8.36,1,7.59,1.38,9.14,-0.1,0.47,,,0
725,11/17/2013,61546.784,5180,11.88161853,9.57,23,6.73,1,0.87,1024.24,9.57,6.41,0.87,8.08,9.57,1,8.08,8.28,9.57,7.78,0.5,,,0
726,11/18/2013,57231.417,5182,11.0442719,9.3,278,7.23,0.98,1.77,1010.92,8.46,5.39,0.92,-1.13,8.54,1,2.19,7.37,9.3,5.02,0.53,,,0
727,11/19/2013,57394.55399,5173,11.095023,6.78,314,-0.34,0.19,3.57,1013.76,2.24,13.5,0.74,-4.81,4.33,1,-1.27,0.6,5.73,-2.23,0.56,,,0
728,11/20/2013,61145.563,5167,11.83386162,6.38,263,0.72,0.52,3.41,1003.95,3.21,12.18,0.85,-0.77,3.21,1,3.12,-1.27,6.38,-4.81,0.59,,,0
729,11/21/2013,60056.18801,5162,11.63428671,7.91,13,1.82,0.48,4.83,1004.26,4.39,11.96,0.78,0,4.39,1,3.52,3.12,7.91,-0.77,0.62,,,0
730,11/22/2013,59391.502,5160,11.50998101,7.89,4,1.52,0.27,4.31,1017.66,4.74,12.36,0.76,0.61,4.74,1,3.41,3.52,7.89,0,0.65,,,0
731,11/23/2013,60714.591,5158,11.77095599,7.41,356,2.72,0.46,3.37,1024.21,4.72,11.2,0.82,3.62,4.72,1,6.14,3.41,7.41,0.61,0.68,,,0
732,11/24/2013,63850.87101,5138,12.42718392,8.02,359,3.17,0.77,3.55,1030.42,5.55,11.78,0.78,1.89,5.55,1,4.54,5.06,8.02,2.69,0.71,,,0
733,11/25/2013,59434.029,5138,11.56754165,7.29,349,2.08,0.73,3.33,1037.52,4.63,12.17,0.77,1.41,4.63,1,2.98,4.54,7.29,1.89,0.74,,,0
734,11/26/2013,58795.512,5138,11.4432682,7.23,315,0.86,0.47,2.17,1038.71,5.77,12.63,0.72,4.12,5.77,1,5.78,2.93,7.23,1.08,0.77,,,0
735,11/27/2013,57991.212,5132,11.2999244,10.32,276,6.37,0.88,1.35,1033.95,10.32,6.76,0.89,8.38,10.32,1,8.58,5.78,10.32,4.12,0.81,,,0
736,11/28/2013,56715.429,5131,11.05348451,9.9,324,6.94,0.96,1.23,1034.64,9.38,6.34,0.87,5.31,9.38,0,8.04,8.08,9.9,7.97,0.84,,,0
737,11/29/2013,56413.78299,5130,10.99683879,10.18,280,4.59,0.62,4.4,1026.65,10.18,11.02,0.77,2.75,10.18,1,6.21,6.56,10.18,2.99,0.87,,,0
738,11/30/2013,59138.124,5129,11.53014701,8.38,330,2.1,0.5,3.68,1027.3,6.01,12.46,0.73,0.21,6.01,1,2.43,3.53,8.38,2.19,0.91,,,0
739,12/1/2013,62882.798,5128,12.26263612,9.42,308,3.48,0.55,1.02,1032.9,8.59,11.59,0.83,6.37,8.59,1,7.26,2.43,9.42,0.21,0.94,,,0
740,12/2/2013,57622.56899,5127,11.23904213,9.42,50,4.41,0.86,1.36,1033.95,8.79,10.7,0.79,4.94,8.79,0,6.34,6.59,9.42,6.24,0.98,,,0
741,12/3/2013,58496.78199,5125,11.41400624,7.22,304,1.56,0.97,0.96,1029.5,6.44,11.99,0.72,1.58,7.22,0,3.66,3.66,6.44,1.58,0.02,,,0
742,12/4/2013,58200.035,5125,11.35610439,8.91,276,2.22,0.56,2.87,1029.19,6.66,12.25,0.77,-2.54,6.66,1,1.08,2.35,8.91,-0.58,0.06,,,0
743,12/5/2013,60576.436,5127,11.81518159,10.29,262,0.94,0.44,6.12,1023.72,10.29,13.37,0.73,-1.27,10.29,1,2.73,1.08,10.29,-2.54,0.09,,,0
744,12/6/2013,59418.497,5120,11.60517519,7.85,279,0.71,0.38,3.92,1027.65,5.72,12.67,0.7,4.02,5.72,1,6.55,2.73,7.85,-1.27,0.13,,,0
745,12/7/2013,61052.221,5120,11.92426191,8.72,250,5.06,0.47,3.71,1026.6,6.32,11.78,0.85,2.53,6.32,1,5.09,6.55,8.72,4.02,0.17,,,0
746,12/8/2013,61864.45201,5121,12.0805413,11.24,241,5.36,0.35,4.56,1025.35,11.24,12.87,0.83,3.22,11.24,1,6.01,5.09,11.24,2.53,0.2,,,0
747,12/9/2013,57465.232,5120,11.22367812,11.01,227,5.74,0.32,2.69,1028.84,11.01,10.73,0.89,2.06,11.01,1,2.06,5.06,11.01,3.17,0.24,,,0
748,12/10/2013,58189.291,5114,11.37843,9.03,173,3.99,0.23,1.35,1031.32,7.65,4.49,0.91,0.5,7.65,1,2.06,2.06,9.03,2.06,0.28,,,0
749,12/11/2013,59826.403,5110,11.70771096,6.4,130,2.51,0.03,1.45,1029.46,6.34,3.48,0.93,-0.88,6.34,1,1.52,2.06,6.4,0.46,0.31,,,0
750,12/12/2013,59475.302,5109,11.64128049,8.98,185,4.39,0.16,2.28,1024.86,7.28,3.14,0.94,5.49,7.28,1,7.23,1.52,8.98,-0.88,0.35,,,0
751,12/13/2013,58225.149,5111,11.39212463,11.73,199,7.79,0.51,3.44,1019.67,11.73,9.45,0.85,1.16,11.73,1,3.79,8.15,11.73,5.42,0.38,,,0
752,12/14/2013,59997.77899,5112,11.73665473,11.33,218,5.16,0.35,5.45,1022.45,11.33,12.73,0.81,6.2,11.33,1,8.11,3.79,11.33,1.16,0.41,,,0
753,12/15/2013,62636.064,5110,12.25754677,12.54,207,9.59,0.68,6.12,1019.25,12.44,9.14,0.91,11.64,12.54,0,11.64,8.11,12.44,6.2,0.44,,,0
754,12/16/2013,57067.842,5109,11.17006107,12.89,218,9.68,0.88,5.57,1016.66,12.89,10.36,0.89,2.72,12.89,0,4.61,7.95,12.89,6.56,0.47,,,0
755,12/17/2013,58089.982,5109,11.37012762,7.4,58,4.36,0.6,1.29,1021.59,5.72,9.61,0.9,2.42,7.08,0,5.01,4.61,6.48,2.72,0.51,,,0
756,12/18/2013,57742.608,5110,11.29992329,10.29,194,6.47,0.64,5.85,1007.83,10.27,9.7,0.88,2.06,10.29,0,5.14,5.01,10.27,2.42,0.54,,,0
757,12/19/2013,58491.814,5111,11.44429936,9.7,229,3.06,0.36,3.99,1002.06,5.72,13.89,0.78,-0.66,7.07,1,2.63,3.68,8.19,0.55,0.57,,,0
758,12/20/2013,58721.90099,5111,11.48931735,10.42,219,3.15,0.36,5.52,1018.73,6.39,13.82,0.79,5.58,10.42,1,9.41,2.63,9.69,-0.66,0.6,,,0
759,12/21/2013,61953.629,5110,12.12399785,11.95,213,8.34,0.86,8.91,1012.62,11.95,9.66,0.86,5.14,11.95,0,7.96,9.41,11.95,5.58,0.63,,,0
760,12/22/2013,60987.875,5107,11.94201586,10.07,234,3.57,0.25,5.66,1009.77,10.07,12.68,0.73,1.58,10.07,1,4.81,4.81,10.07,1.58,0.66,,,0
761,12/23/2013,61532.629,5108,12.04632518,11.95,199,6.53,0.58,8.48,998.59,11.33,9.98,0.84,5.19,11.95,0,8.23,5.14,11.33,2.07,0.69,,,0
762,12/24/2013,61178.415,5106,11.98167156,11.93,212,5.42,0.4,6.67,979.52,6.08,10.86,0.81,0.23,11.93,1,3.93,5.43,9.07,2.68,0.72,,,0
763,12/25/2013,64006.14799,5103,12.54284695,7.19,194,2.57,0.03,2.47,984.66,4.9,12.36,0.85,0.38,4.98,1,2.87,3.74,7.19,0.23,0.75,12/25/2013 0:00,Christmas Day,1
764,12/26/2013,59479.846,5103,11.65585852,7.64,219,2.86,0.49,2.27,995.06,1.93,9.8,0.92,1.46,4.53,0,4.29,2.87,4.29,-0.06,0.78,12/26/2013 0:00,Boxing Day,1
765,12/27/2013,59522.738,5104,11.66197845,10.99,214,4.83,0.37,7.86,986.81,10.41,11.43,0.75,1.22,10.99,1,4.27,7.47,10.41,3.68,0.82,,,0
766,12/28/2013,58067.169,5103,11.37902587,7.81,230,1.72,0.11,3.17,997.47,5.34,13.45,0.77,-2.77,5.34,1,0.72,2.86,7.81,0.77,0.85,,,0
767,12/29/2013,61101.244,5103,11.97359279,7.56,230,1.34,0.12,3.07,1014.89,4.44,14.08,0.84,2.39,4.44,1,5.23,0.72,7.15,-2.77,0.89,,,0
768,12/30/2013,60284.854,5103,11.81361042,10.22,201,5.98,0.55,6.58,1010.88,10.22,11.35,0.83,4.21,10.22,0,6.4,6.4,10.22,4.21,0.93,,,0
769,12/31/2013,60749.06401,5099,11.91391724,10.36,185,5.77,0.59,4.72,1004.27,10.36,12.13,0.85,2.79,10.36,0,5.77,5.77,10.36,2.79,0.96,,,0
770,1/2/2014,57250.294,5101,11.22334719,10.75,215,6.02,0.4,4.89,993.31,10.27,12.23,0.82,4.91,10.75,1,8.54,6.54,10.27,3.36,0.04,,,0
771,1/3/2014,58605.624,5101,11.48904607,10.49,217,5.08,0.4,7.66,994.51,10.14,10.93,0.78,2.77,10.49,1,7.04,7.01,10.14,2.77,0.08,,,0
772,1/4/2014,61162.99599,5099,11.99509629,9.58,203,5.21,0.61,4.46,993.71,6.66,11.27,0.84,-0.88,6.66,0,1.72,4.06,9.58,1.16,0.12,,,0
773,1/5/2014,64330.109,5101,12.61127406,11.96,192,3.88,0.44,4.4,1000.02,5.02,11.67,0.87,5.02,11.96,1,8.78,1.72,8.78,-0.88,0.15,,,0
774,1/6/2014,58194.842,5101,11.40851637,12.57,217,7.64,0.58,8.3,994.61,12.37,10.67,0.78,10.23,12.57,1,10.23,9.34,12.37,5.91,0.19,,,0
775,1/7/2014,57479.25999,5101,11.26823368,11.38,218,6.63,0.59,7.3,1003.19,11.38,11.36,0.78,4.53,11.38,1,7.37,8.98,11.38,5.34,0.22,,,0
776,1/8/2014,56131.37,5100,11.00615098,11.62,204,7.02,0.5,4.15,1011.94,11.62,11.99,0.85,5.8,11.62,1,9.25,7.37,11.62,4.53,0.26,,,0
777,1/9/2014,56509.663,5082,11.11957163,12.01,245,4.86,0.39,6.03,1006.3,10.29,12.63,0.77,0.34,12.01,1,2.68,4.86,10.29,1.6,0.29,,,0
778,1/10/2014,57157.209,5082,11.24699114,10.14,219,4.11,0.4,3.56,1014.26,10.14,13,0.85,3.99,10.14,1,7.16,2.68,10.14,0.34,0.33,,,0
779,1/11/2014,58618.00801,5080,11.53897795,8.59,263,3.31,0.2,2.68,1018.51,5.91,12.05,0.81,-1.79,5.91,1,0.38,1.02,8.41,1.02,0.36,,,0
780,1/12/2014,64820.13,5083,12.7523372,8.91,147,2.78,0.46,3.25,1016.63,4.08,8.27,0.9,2.68,6.06,1,5.42,0.38,7.06,-1.79,0.39,,,0
781,1/13/2014,57754.662,5082,11.36455372,9.72,207,4.52,0.37,4,1005.09,6.5,12.44,0.83,-1.16,6.98,1,2.05,5.42,9.01,2.68,0.42,,,0
782,1/14/2014,57586.03199,5081,11.33360204,6.82,247,1.69,0.29,2.5,1004.33,4.1,13.08,0.81,2.59,4.15,1,5.11,2.05,6.82,-1.16,0.45,,,0
783,1/15/2014,56830.22,5081,11.18484944,11.19,198,7.91,0.77,4.63,998.57,11.19,9.85,0.9,5.64,11.19,1,7.94,6.41,11.19,2.89,0.48,,,0
784,1/16/2014,55616.61201,5079,10.95030754,10.72,191,6.13,0.58,5.01,990.5,10.17,11.72,0.83,2.83,10.72,1,6.43,7.27,10.17,3.91,0.52,,,0
785,1/17/2014,56551.363,5077,11.13873606,8.47,201,5.32,0.47,4.68,990.8,5.71,11.7,0.87,4.62,5.71,1,6.59,6.43,8.47,2.83,0.54,,,0
786,1/18/2014,58633.484,5078,11.5465703,9.99,143,5.81,0.35,4.34,991.61,7.53,11.81,0.83,5.27,7.53,1,7.47,7.58,9.99,4.83,0.57,,,0
787,1/19/2014,53910.906,5069,10.63541251,9.37,203,3.55,0.33,1.72,995.52,7.39,12.54,0.8,1.3,7.39,1,1.3,3.34,8.04,2.11,0.6,,,0
788,1/20/2014,57874.56,5063,11.43088287,8.44,211,2.59,0.17,0.2,1007.71,8.44,9.64,0.89,1.97,8.44,1,1.97,1.3,8.44,1.3,0.63,,,0
789,1/21/2014,57671.69,5072,11.37060134,7.66,157,2.76,0.37,2.19,1010.13,6.26,6.36,0.89,2.42,6.26,1,5.76,1.97,7.66,1.97,0.66,,,0
790,1/22/2014,56392.127,5076,11.10956009,10.02,196,5.54,0.69,2.13,1006.71,10.02,10.2,0.87,0.68,10.02,1,3.35,6.12,10.02,3.08,0.7,,,0
791,1/23/2014,57338.3,5074,11.30041388,8.44,270,2.54,0.32,3.98,1012.39,4.93,11.49,0.82,0.19,4.93,1,2.76,3.35,8.44,0.25,0.73,,,0
792,1/24/2014,57825.273,5068,11.40988023,8.01,166,2.88,0.54,2.43,1013.91,5.72,11.99,0.83,4.28,5.72,1,6.98,2.76,8.01,0.19,0.76,,,0
793,1/25/2014,58894.104,5068,11.62077822,11.77,254,5.34,0.44,4,1012.46,11.77,8.71,0.83,1.29,11.77,1,4.25,5.68,11.77,1.76,0.8,,,0
794,1/26/2014,64526.64,5069,12.72965871,9.03,233,2.39,0.4,4.55,1002.1,5.99,11.97,0.79,-2.02,5.99,1,2.56,3.26,9.03,-1.3,0.84,,,0
795,1/27/2014,59568.61801,5068,11.75387096,7.95,234,1.44,0.38,5.29,989.87,4.34,12.68,0.79,1.43,4.34,1,4.81,2.56,7.95,-2.02,0.87,,,0
796,1/28/2014,57450.09101,5064,11.3448047,9.12,180,3.59,0.61,4.32,985.33,6.34,11.94,0.83,1.21,6.34,1,4.76,5.03,9.12,1.96,0.91,,,0
797,1/29/2014,59770.933,5065,11.80077651,5.46,97,3.05,0.93,4.25,993.99,1.36,9.53,0.9,0.36,2.53,1,3.66,3.72,4.79,0.18,0.95,,,0
798,1/30/2014,59162.01,5063,11.68516887,5.94,65,3.08,0.81,1.52,1001.76,5.86,6.63,0.91,0.29,5.86,1,1.97,3,5.94,0.61,0.98,,,0
799,1/31/2014,60013.12,5061,11.85795692,8.83,177,3.93,0.73,4.74,998.51,3.13,7.08,0.91,1.1,5.27,1,4.83,1.97,7.08,0.29,0.03,,,0
800,2/1/2014,59243.834,5059,11.71058193,9.72,217,3.18,0.19,6.97,990.08,4.27,11.6,0.76,2.81,6.86,1,6.24,4.83,8.32,1.1,0.06,,,0
801,2/2/2014,60994.73,5050,12.07816436,9.3,221,2.63,0.22,4.75,1005.39,6.48,12.89,0.72,2.02,6.48,1,4.97,5.79,9.3,3.21,0.1,,,0
802,2/3/2014,56975.338,5051,11.28001148,7.99,139,2.86,0.47,4.92,1003.89,4.59,12.5,0.79,1.12,4.59,1,4.22,4.97,7.99,1.96,0.13,,,0
803,2/4/2014,56043.79699,5051,11.09558444,8.88,172,2.69,0.42,5.3,996.87,5.63,12.05,0.75,1.03,5.63,1,5.54,4.22,8.88,1.12,0.17,,,0
804,2/5/2014,57543.542,5041,11.41510454,9.64,193,4.06,0.73,7.86,982.2,5.86,10.91,0.77,3.56,5.86,1,7.01,5.54,9.64,1.03,0.2,,,0
805,2/6/2014,57719.16901,5043,11.44540333,9.81,198,4.96,0.67,4.98,989.9,6.87,10.53,0.82,-0.86,7.34,1,4.13,5.86,9.77,1.96,0.24,,,0
806,2/7/2014,55300.484,5040,10.97231825,9.81,235,4.16,0.63,3.98,988.77,5.7,10.85,0.79,3.65,8.44,1,7.03,4.13,8.97,-0.86,0.27,,,0
807,2/8/2014,58297.705,5039,11.56930046,9.13,207,3.99,0.47,8.53,979.25,5.08,11.2,0.77,1.84,5.67,1,6.69,6.81,9.01,2.19,0.3,,,0
808,2/9/2014,61441.94101,5035,12.20296743,8.18,231,0.82,0.52,8.05,984.71,3.91,12.71,0.66,1.38,3.91,1,4.23,4.78,8.18,1.38,0.33,,,0
809,2/10/2014,56715.122,5035,11.26417517,8.78,232,3.01,0.55,1.66,992.84,7.07,11.81,0.84,-0.57,7.07,1,2.77,4.08,8.78,0.89,0.36,,,0
810,2/11/2014,57641.184,5033,11.45264931,7.51,223,1.32,0.41,4.62,996.66,4.06,12.39,0.76,-1.2,4.06,1,3.03,2.77,7.51,-0.57,0.39,,,0
811,2/12/2014,58757.54899,5031,11.67909938,8.83,210,1.94,0.59,7.24,994.27,4.73,11.8,0.75,0.05,4.73,1,4.14,3.03,8.83,-1.2,0.42,,,0
812,2/13/2014,56755.97,5029,11.28573673,7.37,240,-0.01,0.36,5.83,992.43,3.42,13.04,0.68,0.16,3.42,1,3.47,4.09,7.37,0.05,0.45,,,0
813,2/14/2014,59450.896,5031,11.81691433,12.02,186,3.99,0.67,6.6,990.31,12.02,11.17,0.81,3.29,12.02,1,8.21,3.47,12.02,0.45,0.48,,,0
814,2/15/2014,57670.667,5019,11.49046962,9.9,233,2.95,0.35,9.96,988.63,5.79,12.38,0.69,-1.03,5.79,1,2.34,5.38,9.9,1.77,0.52,,,0
815,2/16/2014,58119.274,5018,11.58215903,9.98,235,1.76,0.13,3.34,1006.7,7.88,12.78,0.76,2.84,7.88,2,4.89,2.34,9.98,-1.03,0.55,,,0
816,2/17/2014,55073.503,5016,10.97956599,10.67,175,5.02,0.56,4.07,1007.8,10.67,10.32,0.83,4.97,10.67,1,7.64,4.89,10.67,2.84,0.58,,,0
817,2/18/2014,54006.52699,5009,10.78189798,10.13,201,6.23,0.57,3.06,1008.67,10.13,11.49,0.87,2.65,10.13,1,5.19,5.85,10.13,3.83,0.61,,,0
818,2/19/2014,53458.515,5008,10.6746236,10.13,228,5.62,0.64,3.29,1011.57,10.13,9.95,0.87,6.53,10.13,1,8.56,5.19,10.13,2.65,0.64,,,0
819,2/20/2014,52932.62,5006,10.5738354,12.5,216,7.23,0.61,5.38,1001.54,12.5,10.61,0.84,0.19,12.5,1,3.59,6.34,12.5,3.95,0.68,,,0
820,2/21/2014,52632.705,5004,10.5181265,10.15,233,1.83,0.22,5.42,1003.42,10.15,13.31,0.72,1.59,10.15,1,4.72,3.59,10.15,0.19,0.71,,,0
821,2/22/2014,53945.868,5006,10.77624211,11.63,228,2.64,0.25,4.77,1009.09,11.63,13.07,0.71,4.58,11.63,2,7.52,4.72,11.63,1.59,0.75,,,0
822,2/23/2014,57379.09299,4998,11.48041076,11.94,200,6.17,0.66,7.1,1010.37,11.94,12.33,0.76,5.52,11.94,1,7.99,8.67,11.94,5.53,0.78,,,0
823,2/24/2014,51994.547,4994,10.41140308,14.23,183,6.03,0.5,5.02,1005.19,14.23,13,0.74,4.78,14.23,1,8.25,7.99,14.23,5.52,0.82,,,0
824,2/25/2014,51423.508,4995,10.2949966,11.43,202,5.06,0.62,5.69,1000.65,10.31,12.09,0.78,1.67,11.43,1,4.17,6.79,10.31,3.89,0.86,,,0
825,2/26/2014,50943.30599,4993,10.20294532,11.29,227,2.74,0.26,3.82,1012.73,11.29,13,0.73,3.03,11.29,2,6.01,4.17,11.29,1.67,0.9,,,0
826,2/27/2014,51678.186,4990,10.3563499,10.31,224,3.08,0.32,4.14,1007.02,10.31,12.04,0.74,0.82,10.31,2,3.43,3.93,10.31,1.41,0.93,,,0
827,2/28/2014,1042.266,4987,0.208996591,7.35,61,3.11,0.67,2.24,998.92,4.51,10.8,0.86,0.76,4.51,1,3.05,3.43,7.35,0.82,0.97,,,0
